time_sec,ax,ay,az,gx,gy,gz,temp_c
0.012,-0.040000,0.214000,0.992000,-16.809000,36.611000,-11.672000,24.340000
0.018,-0.023000,0.186000,0.954000,-17.748000,36.954000,-14.160000,24.440000
0.025,-0.019000,0.157000,0.898000,-16.733000,36.626000,-14.733000,24.340000
0.037,-0.019000,0.129000,0.868000,-10.939000,33.687000,-16.198000,24.340000
0.049,-0.017000,0.138000,0.852000,-6.511000,29.466000,-19.069000,24.390000
0.056,-0.034000,0.165000,0.850000,-4.000000,24.015000,-19.847000,24.290000
0.068,-0.016000,0.175000,0.865000,-2.046000,20.481000,-20.878000,24.390000
0.075,-0.015000,0.161000,0.858000,0.901000,17.443000,-21.824000,24.390000
0.090,-0.025000,0.138000,0.895000,2.481000,15.878000,-20.641000,24.290000
0.095,-0.014000,0.164000,0.923000,2.412000,13.664000,-21.321000,24.390000
0.108,-0.044000,0.166000,0.972000,-0.382000,7.580000,-20.649000,24.390000
0.119,-0.027000,0.196000,1.013000,-6.389000,2.321000,-19.450000,24.390000
0.126,0.004000,0.183000,1.004000,-10.664000,-1.183000,-18.481000,24.340000
0.138,0.005000,0.187000,0.953000,-13.527000,-4.794000,-15.435000,24.250000
0.145,0.040000,0.177000,0.927000,-13.267000,-3.939000,-11.305000,24.340000
0.158,0.025000,0.156000,0.906000,-13.023000,-7.107000,-9.344000,24.340000
0.164,-0.027000,0.149000,0.915000,-10.802000,-14.618000,-7.634000,24.340000
0.177,-0.031000,0.185000,0.942000,-9.252000,-24.550000,-7.046000,24.250000
0.190,0.006000,0.219000,1.002000,-10.855000,-30.504000,-11.557000,24.250000
0.197,0.088000,0.278000,1.075000,-14.000000,-24.863000,-15.504000,24.290000
0.208,0.152000,0.299000,1.099000,-17.611000,-11.321000,-16.206000,24.390000
0.215,0.165000,0.253000,1.053000,-19.031000,6.092000,-14.489000,24.290000
0.227,0.112000,0.181000,1.003000,-17.855000,19.015000,-11.221000,24.290000
