time_sec,ax,ay,az,gx,gy,gz,temp_c
0.014,0.421000,0.808000,0.460000,10.260000,15.061000,-12.542000,29.090000
0.027,0.419000,0.809000,0.453000,7.893000,18.924000,-11.214000,29.140000
0.033,0.400000,0.816000,0.456000,4.756000,22.130000,-8.511000,29.140000
0.046,0.378000,0.819000,0.452000,0.229000,26.069000,-4.611000,29.140000
0.053,0.339000,0.845000,0.429000,-4.092000,24.145000,-3.374000,29.190000
0.065,0.325000,0.836000,0.436000,-0.557000,22.031000,-0.328000,29.050000
0.079,0.293000,0.835000,0.447000,-3.634000,21.107000,-1.863000,29.050000
0.086,0.298000,0.833000,0.426000,-6.893000,18.481000,-4.046000,29.090000
0.100,0.299000,0.832000,0.447000,-12.458000,17.504000,-8.053000,29.090000
0.106,0.327000,0.816000,0.445000,-17.527000,19.534000,-12.832000,29.090000
0.116,0.324000,0.827000,0.427000,-15.550000,22.000000,-11.740000,29.050000
0.123,0.310000,0.825000,0.414000,-11.313000,18.321000,-12.122000,29.140000
0.136,0.300000,0.832000,0.461000,-6.191000,17.206000,-12.969000,29.090000
0.141,0.291000,0.832000,0.472000,-6.389000,15.656000,-14.107000,29.090000
0.155,0.293000,0.830000,0.469000,-2.344000,14.298000,-15.053000,29.140000
0.168,0.312000,0.826000,0.467000,-0.260000,14.221000,-12.481000,29.050000
0.175,0.303000,0.811000,0.447000,-0.214000,11.069000,-11.069000,29.090000
0.187,0.297000,0.816000,0.452000,0.176000,7.366000,-6.931000,29.190000
0.194,0.277000,0.818000,0.451000,-3.977000,3.611000,-6.580000,29.000000
0.207,0.274000,0.798000,0.448000,-7.214000,-0.198000,-8.122000,29.140000
0.214,0.258000,0.804000,0.446000,-6.046000,-3.748000,-10.908000,29.140000
0.227,0.271000,0.815000,0.447000,-8.580000,-7.069000,-17.115000,29.140000
0.235,0.321000,0.815000,0.471000,-9.847000,-6.031000,-17.962000,29.090000
0.245,0.333000,0.801000,0.464000,-5.069000,-5.000000,-15.802000,29.050000
