time_sec,ax,ay,az,gx,gy,gz,temp_c
0.014,0.073000,-0.872000,0.598000,-104.931000,-22.023000,64.382000,28.910000
0.019,-0.008000,-0.823000,0.596000,-100.168000,-15.229000,66.053000,28.910000
0.031,-0.026000,-0.781000,0.627000,-99.214000,-6.595000,59.924000,29.050000
0.038,-0.026000,-0.724000,0.667000,-99.802000,8.420000,50.489000,29.050000
0.050,-0.069000,-0.688000,0.675000,-96.435000,11.870000,53.511000,28.950000
0.057,-0.073000,-0.645000,0.644000,-92.290000,16.519000,58.344000,29.000000
0.069,-0.075000,-0.595000,0.606000,-92.931000,18.725000,72.466000,28.950000
0.081,-0.143000,-0.577000,0.521000,-96.145000,20.603000,87.427000,29.050000
0.088,-0.256000,-0.599000,0.488000,-91.176000,9.565000,106.458000,29.000000
0.101,-0.303000,-0.522000,0.415000,-91.084000,6.092000,109.244000,29.000000
0.108,-0.265000,-0.375000,0.411000,-98.611000,23.672000,98.244000,29.000000
0.119,-0.374000,-0.354000,0.401000,-115.573000,44.496000,77.847000,29.050000
0.127,-0.474000,-0.444000,0.291000,-121.382000,34.107000,67.779000,28.950000
0.139,-0.485000,-0.498000,0.157000,-120.649000,22.366000,57.183000,29.000000
0.151,-0.528000,-0.505000,0.097000,-113.992000,7.336000,49.664000,29.000000
0.158,-0.523000,-0.479000,0.014000,-111.924000,-1.321000,39.458000,29.050000
0.170,-0.508000,-0.528000,-0.093000,-110.282000,-11.695000,31.107000,28.950000
0.176,-0.583000,-0.575000,-0.178000,-106.153000,-32.725000,29.794000,29.090000
0.189,-0.532000,-0.613000,-0.229000,-94.344000,-44.588000,27.107000,29.000000
0.201,-0.513000,-0.581000,-0.248000,-88.214000,-56.580000,25.092000,29.000000
0.207,-0.481000,-0.544000,-0.322000,-89.481000,-59.031000,18.038000,28.950000
0.219,-0.446000,-0.559000,-0.338000,-93.099000,-47.198000,4.412000,29.050000
0.227,-0.472000,-0.657000,-0.397000,-88.481000,-42.962000,-3.221000,28.950000
