time_sec,ax,ay,az,gx,gy,gz,temp_c
0.009,-0.047000,-0.519000,0.810000,-11.939000,54.626000,-0.580000,29.190000
0.021,-0.091000,-0.494000,0.804000,-12.740000,57.985000,3.206000,29.140000
0.028,-0.168000,-0.504000,0.801000,-13.191000,54.832000,5.618000,29.050000
0.040,-0.212000,-0.466000,0.826000,-15.458000,46.191000,4.817000,29.090000
0.052,-0.203000,-0.425000,0.846000,-22.718000,36.038000,-0.092000,29.090000
0.059,-0.147000,-0.424000,0.857000,-33.649000,28.473000,-3.916000,29.140000
0.071,-0.106000,-0.474000,0.816000,-41.198000,16.947000,-3.634000,29.240000
0.079,-0.072000,-0.550000,0.751000,-43.924000,9.542000,0.298000,29.240000
0.091,-0.028000,-0.559000,0.726000,-47.595000,7.229000,4.725000,29.190000
0.103,-0.029000,-0.554000,0.687000,-48.489000,6.206000,3.992000,29.140000
0.111,-0.051000,-0.534000,0.658000,-50.198000,8.374000,0.641000,29.140000
0.122,-0.096000,-0.527000,0.612000,-52.565000,5.893000,-5.008000,29.140000
0.128,-0.137000,-0.552000,0.574000,-54.664000,0.267000,-12.397000,29.190000
0.140,-0.128000,-0.549000,0.566000,-57.565000,-2.336000,-18.122000,29.190000
0.152,-0.104000,-0.648000,0.537000,-47.069000,-8.679000,-16.977000,29.240000
0.159,-0.083000,-0.651000,0.560000,-39.359000,-7.443000,-16.855000,29.050000
0.173,-0.073000,-0.644000,0.596000,-29.916000,-2.198000,-16.244000,29.090000
0.178,-0.083000,-0.627000,0.628000,-20.359000,2.092000,-15.267000,29.190000
0.190,-0.099000,-0.576000,0.667000,-12.214000,10.008000,-13.542000,29.240000
0.202,-0.129000,-0.548000,0.717000,-9.779000,13.840000,-11.908000,29.140000
0.208,-0.162000,-0.535000,0.741000,-9.305000,15.847000,-10.282000,29.190000
0.221,-0.200000,-0.534000,0.744000,-9.779000,14.344000,-6.740000,29.190000
0.233,-0.227000,-0.525000,0.728000,-9.168000,11.221000,-2.626000,29.140000
0.240,-0.256000,-0.536000,0.718000,-6.588000,6.985000,-0.466000,29.140000
0.252,-0.256000,-0.525000,0.707000,-3.733000,3.725000,-2.702000,29.140000
0.259,-0.244000,-0.509000,0.689000,-4.824000,5.069000,-6.679000,29.190000
0.273,-0.236000,-0.483000,0.683000,-5.397000,6.656000,-13.519000,29.140000
0.278,-0.239000,-0.473000,0.668000,-7.427000,7.053000,-21.214000,29.240000
0.290,-0.208000,-0.484000,0.645000,-9.511000,5.328000,-22.924000,29.190000
0.302,-0.183000,-0.477000,0.620000,-11.901000,1.443000,-21.405000,29.190000
0.309,-0.135000,-0.463000,0.617000,-16.359000,-1.992000,-18.527000,29.190000
0.321,-0.088000,-0.445000,0.634000,-23.893000,-2.427000,-14.015000,29.140000
0.329,-0.003000,-0.426000,0.659000,-33.718000,3.328000,-8.893000,29.240000
0.341,-0.002000,-0.445000,0.649000,-43.756000,12.298000,-2.420000,29.190000
0.352,0.000000,-0.494000,0.644000,-51.282000,23.137000,1.687000,29.190000
0.359,-0.045000,-0.579000,0.619000,-52.008000,27.099000,6.237000,29.240000
0.371,-0.137000,-0.665000,0.573000,-43.145000,25.298000,8.527000,29.140000
0.378,-0.185000,-0.715000,0.578000,-26.076000,21.137000,6.092000,29.190000
0.391,-0.217000,-0.726000,0.601000,-9.473000,15.443000,1.573000,29.190000
0.402,-0.218000,-0.697000,0.646000,3.908000,13.130000,-6.267000,29.140000
0.409,-0.210000,-0.666000,0.679000,12.008000,11.802000,-14.519000,29.240000
0.423,-0.199000,-0.643000,0.709000,15.710000,10.863000,-18.947000,29.140000
0.428,-0.201000,-0.635000,0.735000,19.099000,7.450000,-20.374000,29.090000
0.441,-0.184000,-0.599000,0.744000,18.458000,4.366000,-18.489000,29.240000
0.452,-0.175000,-0.606000,0.733000,16.550000,2.863000,-16.000000,29.240000
0.459,-0.157000,-0.602000,0.716000,16.786000,-0.031000,-12.763000,29.190000
0.472,-0.168000,-0.615000,0.722000,18.061000,-1.733000,-11.733000,29.190000
0.478,-0.160000,-0.608000,0.711000,20.130000,-5.122000,-11.611000,29.140000
0.490,-0.150000,-0.600000,0.702000,22.489000,-8.115000,-11.977000,29.240000
0.502,-0.123000,-0.586000,0.710000,22.954000,-8.290000,-13.382000,29.140000
0.509,-0.106000,-0.562000,0.692000,24.282000,-8.649000,-11.733000,29.090000
0.523,-0.100000,-0.558000,0.687000,24.107000,-9.069000,-8.275000,29.190000
0.528,-0.091000,-0.534000,0.707000,23.389000,-10.176000,-3.794000,29.240000
0.540,-0.065000,-0.477000,0.717000,17.924000,-8.954000,3.145000,29.240000
0.552,-0.072000,-0.487000,0.711000,12.969000,-9.061000,6.695000,29.190000
0.559,-0.069000,-0.463000,0.696000,8.725000,-6.305000,10.626000,29.190000
0.573,-0.118000,-0.484000,0.665000,8.489000,-4.237000,12.191000,29.240000
0.578,-0.154000,-0.479000,0.639000,9.672000,-1.321000,13.626000,29.240000
0.591,-0.199000,-0.487000,0.632000,11.794000,2.031000,13.137000,29.240000
0.597,-0.243000,-0.490000,0.634000,13.908000,4.840000,8.794000,29.190000
0.610,-0.270000,-0.503000,0.634000,16.122000,5.061000,3.687000,29.140000
0.623,-0.287000,-0.510000,0.619000,19.382000,1.542000,-2.076000,29.240000
0.629,-0.286000,-0.500000,0.614000,23.977000,-3.947000,-9.450000,29.280000
0.642,-0.249000,-0.492000,0.611000,27.664000,-6.183000,-16.779000,29.190000
0.648,-0.206000,-0.495000,0.617000,31.313000,-7.885000,-21.824000,29.140000
0.660,-0.179000,-0.487000,0.619000,32.832000,-9.519000,-23.244000,29.140000
0.674,-0.129000,-0.459000,0.645000,35.397000,-10.237000,-25.260000,29.280000
0.679,-0.109000,-0.417000,0.673000,33.076000,-11.695000,-25.366000,29.090000
0.691,-0.090000,-0.399000,0.680000,27.794000,-11.901000,-25.031000,29.190000
0.702,-0.073000,-0.399000,0.675000,22.344000,-13.985000,-23.893000,29.240000
0.709,-0.062000,-0.406000,0.670000,18.893000,-17.191000,-21.321000,29.140000
0.724,-0.025000,-0.405000,0.649000,17.527000,-17.260000,-20.282000,29.190000
0.728,0.025000,-0.426000,0.643000,16.634000,-14.366000,-19.191000,29.190000
0.741,0.073000,-0.443000,0.626000,16.695000,-5.962000,-17.664000,29.240000
0.753,0.113000,-0.453000,0.610000,16.099000,4.840000,-14.748000,29.240000
0.759,0.082000,-0.465000,0.603000,15.061000,13.557000,-9.649000,29.240000
0.773,0.019000,-0.491000,0.596000,14.817000,18.824000,-4.695000,29.190000
0.779,-0.014000,-0.507000,0.592000,15.473000,21.840000,-1.527000,29.240000
0.791,-0.054000,-0.514000,0.607000,18.481000,22.130000,-1.496000,29.140000
0.803,-0.064000,-0.492000,0.638000,21.313000,21.557000,-3.832000,29.190000
0.809,-0.060000,-0.473000,0.678000,22.275000,19.527000,-6.794000,29.190000
0.823,-0.041000,-0.483000,0.688000,21.427000,20.145000,-8.649000,29.240000
0.829,-0.012000,-0.498000,0.691000,19.137000,23.336000,-8.427000,29.240000
0.842,-0.029000,-0.521000,0.687000,18.244000,27.412000,-8.992000,29.190000
0.847,-0.031000,-0.527000,0.701000,20.198000,30.420000,-9.863000,29.190000
0.860,-0.048000,-0.493000,0.732000,21.527000,33.427000,-12.061000,29.240000
0.872,-0.039000,-0.438000,0.787000,16.565000,36.115000,-13.069000,29.240000
0.879,-0.039000,-0.422000,0.835000,7.473000,38.267000,-11.221000,29.240000
0.891,-0.071000,-0.426000,0.846000,-2.344000,38.466000,-6.405000,29.280000
0.896,-0.090000,-0.440000,0.827000,-8.359000,36.038000,-2.481000,29.190000
0.910,-0.103000,-0.452000,0.830000,-14.084000,32.298000,2.107000,29.330000
0.923,-0.144000,-0.476000,0.801000,-17.779000,26.542000,4.176000,29.140000
0.930,-0.168000,-0.509000,0.788000,-16.786000,21.397000,2.015000,29.240000
0.941,-0.181000,-0.515000,0.790000,-14.244000,18.206000,-2.817000,29.190000
0.947,-0.170000,-0.509000,0.786000,-12.374000,17.092000,-8.389000,29.140000
0.959,-0.166000,-0.495000,0.769000,-11.405000,15.573000,-11.893000,29.240000
0.973,-0.189000,-0.485000,0.769000,-11.427000,9.000000,-11.878000,29.280000
0.979,-0.200000,-0.444000,0.754000,-15.412000,1.649000,-9.466000,29.190000
0.991,-0.190000,-0.445000,0.758000,-19.893000,-9.885000,-8.244000,29.240000
1.003,-0.157000,-0.431000,0.756000,-27.870000,-17.328000,-6.855000,29.240000
1.009,-0.115000,-0.490000,0.730000,-34.069000,-20.656000,-6.061000,29.190000
1.023,-0.053000,-0.571000,0.703000,-31.656000,-12.809000,-6.634000,29.190000
1.028,-0.036000,-0.619000,0.688000,-25.664000,0.641000,-7.382000,29.240000
1.040,-0.064000,-0.612000,0.702000,-16.427000,11.382000,-10.733000,29.140000
1.052,-0.121000,-0.559000,0.752000,-11.710000,14.260000,-14.137000,29.190000
1.059,-0.156000,-0.517000,0.786000,-12.412000,6.656000,-15.145000,29.190000
1.071,-0.143000,-0.475000,0.813000,-18.031000,-5.748000,-15.046000,29.240000
1.083,-0.071000,-0.490000,0.818000,-27.763000,-16.969000,-11.221000,29.140000
1.091,0.020000,-0.579000,0.774000,-32.115000,-21.832000,-4.389000,29.240000
1.103,0.092000,-0.659000,0.728000,-29.878000,-12.664000,0.573000,29.190000
1.109,0.109000,-0.699000,0.702000,-21.412000,1.924000,2.595000,29.280000
1.123,0.073000,-0.653000,0.709000,-13.649000,19.832000,2.969000,29.140000
1.128,-0.000000,-0.599000,0.724000,-11.725000,34.947000,-0.260000,29.240000
1.141,-0.070000,-0.576000,0.701000,-11.611000,45.076000,-7.565000,29.280000
1.152,-0.132000,-0.583000,0.677000,-11.855000,49.710000,-13.214000,29.190000
1.159,-0.186000,-0.569000,0.649000,-11.580000,46.885000,-16.687000,29.140000
1.171,-0.208000,-0.541000,0.627000,-16.763000,37.626000,-15.855000,29.240000
1.183,-0.233000,-0.525000,0.602000,-25.000000,25.672000,-13.237000,29.280000
1.192,-0.229000,-0.538000,0.593000,-31.038000,12.397000,-8.298000,29.280000
1.201,-0.203000,-0.566000,0.609000,-33.176000,4.221000,-4.466000,29.240000
1.208,-0.171000,-0.581000,0.644000,-30.687000,3.565000,-3.779000,29.140000
1.220,-0.155000,-0.621000,0.676000,-24.443000,10.443000,-7.580000,29.190000
1.233,-0.142000,-0.659000,0.740000,-17.237000,22.031000,-11.519000,29.190000
1.240,-0.170000,-0.656000,0.752000,-10.580000,30.443000,-12.969000,29.420000
1.251,-0.248000,-0.626000,0.772000,-5.084000,29.099000,-11.366000,29.240000
1.258,-0.321000,-0.573000,0.813000,-2.824000,19.618000,-8.595000,29.240000
1.270,-0.378000,-0.478000,0.877000,-10.267000,2.618000,-3.878000,29.280000
1.282,-0.381000,-0.458000,0.918000,-24.000000,-15.290000,-0.229000,29.050000
1.289,-0.340000,-0.518000,0.911000,-33.595000,-30.695000,-0.718000,29.240000
1.301,-0.229000,-0.595000,0.881000,-37.924000,-35.397000,-5.023000,29.280000
1.313,-0.096000,-0.683000,0.859000,-37.534000,-28.466000,-9.763000,29.190000
1.320,-0.013000,-0.752000,0.817000,-29.847000,-13.229000,-13.878000,29.240000
1.331,-0.020000,-0.754000,0.814000,-20.939000,0.733000,-12.198000,29.240000
1.339,-0.107000,-0.691000,0.819000,-17.130000,4.824000,-9.756000,29.190000
1.350,-0.210000,-0.647000,0.833000,-22.137000,-4.550000,-7.817000,29.190000
1.362,-0.248000,-0.675000,0.801000,-30.038000,-18.389000,-5.298000,29.190000
1.369,-0.223000,-0.714000,0.758000,-30.031000,-29.061000,-5.115000,29.140000
1.382,-0.122000,-0.781000,0.747000,-25.962000,-28.786000,-11.412000,29.240000
1.393,-0.056000,-0.717000,0.747000,-21.397000,-20.878000,-15.412000,29.090000
1.399,-0.169000,-0.694000,0.750000,-27.206000,-31.969000,-10.573000,29.190000
1.411,-0.256000,-0.620000,0.779000,-40.985000,-52.260000,-5.595000,29.140000
1.418,-0.315000,-0.596000,0.782000,-58.275000,-81.153000,-0.130000,29.240000
1.431,-0.280000,-0.615000,0.749000,-76.214000,-109.718000,6.939000,29.240000
1.442,-0.078000,-0.727000,0.704000,-84.038000,-114.908000,7.565000,29.280000
1.449,0.089000,-0.834000,0.659000,-83.359000,-96.748000,3.290000,29.240000
1.461,0.243000,-0.990000,0.599000,-66.924000,-57.405000,-6.344000,29.240000
1.467,0.231000,-1.027000,0.610000,-38.710000,-12.504000,-18.092000,29.190000
1.480,0.131000,-0.976000,0.655000,-15.145000,17.008000,-23.679000,29.190000
1.492,0.023000,-0.924000,0.676000,0.947000,35.817000,-24.527000,29.240000
1.499,-0.109000,-0.815000,0.704000,7.145000,37.198000,-16.519000,29.240000
1.511,-0.213000,-0.760000,0.729000,1.420000,23.702000,-4.855000,29.280000
1.518,-0.198000,-0.671000,0.744000,-8.000000,12.229000,1.084000,29.190000
