time_sec,ax,ay,az,gx,gy,gz,temp_c
0.013,0.098000,0.279000,1.099000,-77.122000,80.763000,-53.832000,31.450000
0.018,0.109000,0.250000,0.992000,-84.870000,101.366000,-57.878000,31.590000
0.030,0.064000,0.174000,0.848000,-91.695000,112.099000,-59.603000,31.540000
0.037,0.015000,0.057000,0.726000,-84.260000,113.840000,-58.214000,31.450000
0.049,-0.010000,0.040000,0.747000,-76.252000,108.145000,-50.924000,31.490000
0.055,0.012000,0.150000,0.790000,-76.916000,102.847000,-44.878000,31.490000
0.068,-0.098000,0.154000,0.835000,-84.641000,86.763000,-35.023000,31.540000
0.084,-0.201000,0.122000,0.864000,-91.412000,66.382000,-30.626000,31.490000
0.087,-0.207000,0.093000,0.867000,-93.374000,46.496000,-37.076000,31.490000
0.099,-0.148000,0.055000,0.911000,-95.130000,34.802000,-45.069000,31.540000
0.108,-0.037000,0.005000,1.004000,-92.534000,43.206000,-55.237000,31.540000
0.117,-0.002000,-0.002000,1.079000,-90.374000,56.893000,-62.885000,31.490000
0.129,-0.113000,0.063000,1.178000,-88.328000,62.885000,-64.420000,31.540000
0.136,-0.271000,0.210000,1.227000,-100.267000,42.160000,-58.313000,31.450000
0.148,-0.365000,0.231000,1.154000,-128.496000,6.901000,-49.427000,31.490000
0.160,-0.302000,0.119000,0.997000,-150.321000,-22.733000,-45.855000,31.490000
0.167,-0.127000,-0.023000,0.779000,-155.397000,-31.435000,-43.618000,31.540000
0.178,0.061000,-0.214000,0.574000,-146.473000,-17.573000,-41.687000,31.490000
0.186,0.198000,-0.415000,0.422000,-118.641000,20.252000,-44.473000,31.490000
0.197,0.230000,-0.533000,0.359000,-73.809000,65.061000,-51.817000,31.490000
0.209,0.169000,-0.400000,0.385000,-38.496000,107.137000,-63.603000,31.450000
0.216,-0.129000,-0.186000,0.545000,-30.405000,108.191000,-63.412000,31.400000
0.228,-0.495000,0.118000,0.738000,-63.084000,58.038000,-47.695000,31.450000
0.240,-0.563000,0.183000,0.706000,-120.489000,-8.389000,-32.374000,31.450000
0.247,-0.271000,-0.085000,0.427000,-160.580000,-48.702000,-29.687000,31.400000
