time_sec,ax,ay,az,gx,gy,gz,temp_c
0.015,0.171000,0.170000,0.865000,1.725000,8.947000,-3.244000,26.840000
0.020,0.148000,0.181000,0.889000,4.977000,3.015000,-3.076000,26.600000
0.032,0.166000,0.224000,0.932000,4.260000,0.237000,-1.702000,26.690000
0.040,0.175000,0.248000,0.969000,0.420000,1.718000,-1.321000,26.690000
0.052,0.196000,0.245000,0.974000,-4.221000,10.817000,-6.328000,26.690000
0.059,0.218000,0.218000,0.925000,-8.832000,21.366000,-9.351000,26.650000
0.071,0.199000,0.164000,0.871000,-7.954000,24.534000,-9.908000,26.650000
0.086,0.196000,0.155000,0.858000,-5.328000,22.473000,-7.374000,26.650000
0.092,0.174000,0.162000,0.865000,-1.573000,17.061000,-3.779000,26.690000
0.104,0.180000,0.187000,0.902000,1.031000,14.733000,-0.756000,26.790000
0.113,0.157000,0.207000,0.953000,2.076000,14.115000,1.099000,26.690000
0.123,0.142000,0.211000,0.979000,1.160000,16.794000,0.870000,26.650000
0.130,0.126000,0.254000,1.002000,-3.313000,23.893000,-0.855000,26.740000
0.143,0.117000,0.242000,0.945000,-11.618000,30.336000,-6.198000,26.650000
0.150,0.109000,0.183000,0.885000,-12.878000,32.366000,-10.466000,26.650000
0.162,0.102000,0.151000,0.861000,-9.847000,27.130000,-11.725000,26.690000
0.169,0.110000,0.150000,0.836000,-5.412000,19.573000,-14.305000,26.690000
0.183,0.136000,0.157000,0.857000,1.725000,10.817000,-12.893000,26.690000
0.194,0.139000,0.159000,0.882000,7.206000,4.969000,-12.748000,26.690000
0.202,0.174000,0.201000,0.931000,9.626000,2.863000,-11.519000,26.740000
0.214,0.213000,0.226000,0.987000,7.366000,8.031000,-6.489000,26.650000
0.221,0.212000,0.209000,1.002000,4.191000,16.771000,-2.893000,26.690000
0.234,0.167000,0.198000,0.991000,2.656000,24.435000,-3.924000,26.690000
0.241,0.122000,0.219000,0.983000,-0.847000,26.641000,-6.611000,26.690000
0.253,0.111000,0.211000,0.943000,-4.489000,23.626000,-9.099000,26.650000
0.260,0.142000,0.186000,0.916000,-2.687000,20.847000,-9.588000,26.650000
0.272,0.149000,0.175000,0.904000,0.321000,18.710000,-7.634000,26.650000
0.280,0.139000,0.178000,0.916000,1.603000,16.000000,-6.099000,26.690000
0.293,0.130000,0.197000,0.925000,4.389000,13.710000,-4.534000,26.690000
0.299,0.121000,0.223000,0.946000,3.649000,12.779000,-3.183000,26.690000
0.312,0.119000,0.236000,0.951000,2.099000,11.817000,-2.595000,26.600000
0.319,0.121000,0.220000,0.964000,0.092000,10.885000,-2.084000,26.740000
0.332,0.116000,0.179000,0.952000,1.336000,8.359000,1.695000,26.650000
0.340,0.121000,0.180000,0.953000,1.985000,8.000000,2.145000,26.650000
0.352,0.129000,0.203000,0.966000,0.160000,8.420000,3.580000,26.790000
0.357,0.115000,0.203000,0.983000,-1.565000,10.939000,3.893000,26.880000
0.371,0.071000,0.207000,0.965000,-2.702000,13.382000,3.466000,26.690000
0.384,0.040000,0.225000,0.964000,-3.466000,13.916000,2.878000,26.650000
0.391,0.007000,0.208000,0.960000,-4.069000,14.496000,2.427000,26.740000
0.403,-0.002000,0.199000,0.969000,-4.053000,15.931000,1.183000,26.740000
0.410,-0.028000,0.182000,0.963000,-3.695000,15.878000,-0.229000,26.690000
0.423,-0.047000,0.184000,0.964000,-4.275000,13.214000,-0.130000,26.690000
0.430,-0.069000,0.181000,0.972000,-4.504000,7.656000,-0.756000,26.690000
0.443,-0.089000,0.163000,0.979000,-5.779000,0.153000,-1.237000,26.790000
0.449,-0.081000,0.144000,0.963000,-5.481000,-6.420000,-3.084000,26.690000
0.461,-0.047000,0.147000,0.965000,-4.168000,-7.992000,-3.573000,26.740000
0.475,-0.056000,0.163000,0.984000,-1.947000,-7.534000,-5.824000,26.740000
0.481,-0.051000,0.197000,1.006000,-2.336000,-6.443000,-8.000000,26.690000
0.493,-0.076000,0.197000,1.024000,-2.786000,-9.511000,-6.748000,26.690000
0.500,-0.124000,0.189000,1.017000,-2.534000,-13.763000,-5.931000,26.690000
0.512,-0.140000,0.179000,1.007000,-1.664000,-17.916000,-5.046000,26.740000
0.519,-0.162000,0.146000,1.011000,0.763000,-19.176000,-8.344000,26.650000
0.532,-0.141000,0.167000,1.048000,3.076000,-15.740000,-14.550000,26.650000
0.544,-0.146000,0.155000,1.062000,2.405000,-11.969000,-18.534000,26.740000
0.551,-0.082000,0.163000,1.065000,1.557000,-5.702000,-27.122000,26.790000
0.563,-0.031000,0.232000,1.072000,-0.603000,3.290000,-27.794000,26.690000
0.570,-0.061000,0.225000,1.095000,-5.336000,10.336000,-27.588000,26.690000
0.583,-0.096000,0.232000,1.068000,-6.397000,8.992000,-32.252000,26.740000
0.592,-0.094000,0.231000,1.039000,-7.702000,0.527000,-32.710000,26.740000
0.602,-0.073000,0.195000,1.012000,-9.313000,-10.122000,-29.008000,26.740000
0.614,-0.041000,0.188000,0.984000,-8.122000,-17.740000,-26.672000,26.690000
0.621,-0.052000,0.184000,0.984000,-7.443000,-25.359000,-22.893000,26.690000
0.633,-0.043000,0.167000,0.979000,-7.023000,-28.840000,-25.939000,26.690000
0.640,0.039000,0.207000,1.008000,-7.153000,-22.809000,-31.252000,26.790000
0.652,0.104000,0.229000,1.017000,-9.374000,-8.550000,-31.359000,26.740000
0.659,0.119000,0.220000,1.004000,-14.397000,9.603000,-35.519000,26.650000
0.671,0.094000,0.232000,0.978000,-19.366000,20.947000,-36.702000,26.740000
0.684,0.040000,0.201000,0.962000,-18.466000,21.969000,-35.733000,26.790000
0.691,-0.029000,0.177000,0.949000,-20.107000,13.260000,-34.412000,26.790000
0.703,-0.042000,0.172000,0.922000,-20.000000,2.328000,-29.290000,26.790000
0.709,-0.034000,0.161000,0.904000,-18.725000,-3.901000,-28.145000,26.790000
0.722,-0.018000,0.167000,0.915000,-16.565000,-3.748000,-29.603000,26.690000
0.734,-0.035000,0.205000,0.937000,-15.802000,-1.061000,-29.603000,26.650000
0.741,-0.061000,0.215000,0.934000,-17.725000,3.992000,-36.954000,26.840000
0.753,-0.064000,0.192000,0.913000,-19.305000,7.351000,-45.817000,26.690000
0.760,-0.054000,0.172000,0.893000,-19.107000,8.641000,-51.969000,26.690000
0.772,-0.084000,0.126000,0.859000,-16.160000,2.977000,-54.855000,26.690000
0.780,-0.082000,0.140000,0.861000,-12.282000,-8.069000,-50.718000,26.740000
0.792,-0.059000,0.182000,0.901000,-6.191000,-16.137000,-46.870000,26.650000
0.803,-0.103000,0.204000,0.942000,-8.252000,-27.550000,-43.305000,26.740000
0.810,-0.067000,0.212000,0.982000,-9.267000,-29.053000,-48.145000,26.690000
0.822,0.003000,0.222000,0.976000,-8.748000,-19.985000,-50.847000,26.690000
0.830,0.054000,0.207000,0.965000,-10.656000,-8.756000,-54.198000,26.690000
0.842,0.072000,0.179000,0.940000,-12.794000,4.664000,-54.840000,26.690000
0.854,0.033000,0.153000,0.934000,-11.366000,10.214000,-52.473000,26.740000
0.861,-0.045000,0.181000,0.912000,-11.023000,10.160000,-47.740000,26.650000
0.873,-0.128000,0.183000,0.912000,-12.130000,0.550000,-46.137000,26.650000
0.880,-0.149000,0.201000,0.948000,-12.885000,-6.618000,-52.359000,26.690000
0.893,-0.106000,0.207000,0.986000,-10.969000,-12.573000,-58.794000,26.690000
0.904,-0.062000,0.240000,0.998000,-15.412000,-14.198000,-65.702000,26.690000
0.911,0.033000,0.209000,0.990000,-22.137000,-10.695000,-65.031000,26.740000
0.923,0.075000,0.182000,0.965000,-21.000000,-4.198000,-63.840000,26.650000
0.930,0.068000,0.184000,0.916000,-20.489000,3.084000,-59.725000,26.650000
0.943,-0.012000,0.166000,0.886000,-19.893000,1.458000,-56.786000,26.740000
0.950,-0.071000,0.193000,0.885000,-16.344000,2.160000,-62.252000,26.690000
0.962,-0.096000,0.221000,0.917000,-18.145000,-3.870000,-65.122000,26.690000
0.975,-0.115000,0.210000,0.938000,-16.817000,-14.351000,-65.763000,26.790000
0.981,-0.039000,0.209000,0.932000,-19.565000,-16.847000,-70.817000,26.790000
0.993,0.029000,0.194000,0.909000,-20.802000,-18.099000,-69.802000,26.740000
1.000,0.054000,0.163000,0.894000,-19.443000,-17.176000,-69.336000,26.740000
1.011,0.076000,0.208000,0.888000,-19.626000,-12.756000,-67.962000,26.740000
1.025,0.057000,0.214000,0.910000,-18.954000,-8.328000,-64.595000,26.790000
1.030,0.008000,0.191000,0.896000,-20.099000,-9.794000,-64.260000,26.600000
1.043,0.033000,0.173000,0.923000,-21.328000,-5.328000,-65.779000,26.790000
1.050,0.036000,0.171000,0.892000,-25.313000,1.389000,-61.366000,26.740000
1.062,0.030000,0.189000,0.883000,-30.649000,3.664000,-58.924000,26.740000
1.069,-0.008000,0.136000,0.864000,-30.557000,2.214000,-57.855000,26.650000
1.082,-0.056000,0.113000,0.830000,-25.809000,-2.359000,-63.908000,26.790000
1.094,-0.028000,0.152000,0.834000,-21.198000,-7.519000,-70.328000,26.690000
1.100,0.005000,0.173000,0.853000,-14.824000,-11.832000,-72.122000,26.790000
1.112,-0.001000,0.183000,0.874000,-11.153000,-13.992000,-74.267000,26.690000
1.119,0.007000,0.170000,0.894000,-7.618000,-18.786000,-74.176000,26.650000
1.132,-0.011000,0.144000,0.913000,-6.084000,-26.313000,-70.947000,26.740000
1.143,-0.019000,0.104000,0.953000,-1.847000,-36.611000,-74.282000,26.650000
1.150,0.013000,0.162000,0.994000,-0.710000,-45.489000,-74.969000,26.790000
1.163,0.073000,0.216000,1.025000,-4.015000,-50.695000,-73.298000,26.690000
1.169,0.125000,0.237000,1.022000,-10.405000,-49.733000,-70.046000,26.690000
1.182,0.214000,0.213000,1.009000,-14.718000,-36.221000,-68.924000,26.880000
1.194,0.270000,0.181000,0.978000,-12.794000,-14.687000,-65.435000,26.840000
1.201,0.248000,0.153000,0.941000,-12.725000,6.779000,-64.840000,26.740000
1.213,0.145000,0.118000,0.925000,-13.855000,15.275000,-65.336000,26.740000
1.220,0.033000,0.115000,0.944000,-14.603000,8.557000,-68.947000,26.690000
1.233,-0.038000,0.127000,0.935000,-14.664000,-11.053000,-69.954000,26.690000
1.240,-0.017000,0.150000,0.955000,-15.458000,-31.573000,-70.176000,26.690000
1.251,0.068000,0.156000,0.978000,-15.931000,-43.374000,-72.359000,26.690000
1.263,0.148000,0.182000,1.010000,-18.786000,-46.000000,-71.466000,26.690000
1.270,0.205000,0.157000,0.980000,-20.763000,-37.992000,-73.237000,26.740000
1.282,0.220000,0.135000,0.948000,-19.634000,-31.336000,-72.084000,26.650000
1.289,0.211000,0.135000,0.922000,-20.863000,-28.107000,-71.168000,26.690000
1.301,0.200000,0.158000,0.923000,-23.435000,-27.153000,-70.153000,26.790000
1.313,0.174000,0.157000,0.929000,-24.420000,-29.328000,-68.115000,26.690000
1.320,0.146000,0.151000,0.938000,-25.725000,-33.534000,-68.557000,26.790000
1.333,0.119000,0.132000,0.951000,-25.191000,-39.435000,-71.176000,26.840000
1.340,0.099000,0.113000,0.923000,-24.053000,-50.321000,-75.351000,26.840000
1.351,0.143000,0.099000,0.904000,-21.855000,-60.847000,-77.779000,26.740000
1.364,0.243000,0.078000,0.897000,-19.229000,-62.985000,-79.687000,26.790000
1.370,0.390000,0.110000,0.902000,-20.153000,-50.580000,-79.840000,26.690000
1.383,0.503000,0.135000,0.927000,-20.466000,-27.221000,-73.374000,26.690000
1.391,0.530000,0.155000,0.956000,-21.351000,-0.084000,-63.595000,26.690000
1.402,0.441000,0.140000,0.946000,-20.817000,18.870000,-56.634000,26.740000
1.414,0.292000,0.103000,0.911000,-17.855000,20.802000,-49.939000,26.740000
1.421,0.185000,0.081000,0.925000,-17.176000,11.374000,-47.985000,26.740000
1.434,0.124000,0.075000,0.917000,-17.389000,-6.389000,-44.763000,26.790000
1.441,0.121000,0.074000,0.921000,-17.893000,-19.260000,-46.870000,26.690000
1.452,0.213000,0.090000,0.899000,-18.290000,-18.458000,-52.664000,26.790000
1.459,0.259000,0.089000,0.887000,-18.565000,-13.282000,-54.214000,26.790000
1.471,0.279000,0.095000,0.871000,-16.053000,-2.412000,-57.557000,26.840000
1.484,0.205000,0.093000,0.868000,-12.496000,-2.779000,-56.450000,26.840000
1.491,0.086000,0.046000,0.864000,-10.015000,-15.718000,-56.321000,26.840000
1.503,0.067000,0.059000,0.857000,-5.061000,-37.145000,-57.237000,26.690000
1.509,0.123000,0.079000,0.875000,-3.344000,-52.618000,-58.748000,26.690000
1.522,0.224000,0.117000,0.916000,-4.145000,-61.168000,-54.977000,26.790000
1.535,0.369000,0.149000,0.962000,-8.588000,-50.237000,-54.664000,26.790000
1.542,0.427000,0.155000,0.983000,-15.420000,-29.847000,-50.519000,26.790000
1.554,0.406000,0.134000,0.971000,-20.550000,-9.153000,-49.573000,26.740000
1.560,0.327000,0.134000,0.934000,-20.931000,4.168000,-49.374000,26.650000
1.572,0.224000,0.116000,0.914000,-22.580000,6.275000,-48.954000,26.650000
1.580,0.182000,0.097000,0.869000,-22.374000,3.244000,-47.573000,26.790000
1.592,0.199000,0.089000,0.837000,-21.878000,2.130000,-49.076000,26.790000
1.598,0.206000,0.037000,0.803000,-19.344000,1.252000,-50.176000,26.790000
1.611,0.245000,0.045000,0.768000,-13.435000,5.481000,-52.489000,26.840000
1.626,0.237000,0.032000,0.789000,-6.267000,8.748000,-51.710000,26.740000
1.631,0.155000,0.031000,0.828000,-2.985000,-0.908000,-50.649000,26.740000
1.643,0.125000,0.037000,0.889000,-2.740000,-13.359000,-58.038000,26.740000
1.650,0.149000,0.061000,0.934000,-4.611000,-29.855000,-64.954000,26.790000
1.662,0.250000,0.074000,0.956000,-7.939000,-43.969000,-68.580000,26.690000
1.667,0.445000,0.086000,0.938000,-10.885000,-41.389000,-65.725000,26.880000
1.681,0.625000,0.105000,0.934000,-14.412000,-20.580000,-64.435000,26.740000
1.694,0.670000,0.130000,0.949000,-16.672000,6.282000,-56.344000,26.840000
1.700,0.607000,0.105000,0.918000,-16.290000,31.603000,-46.160000,26.840000
1.713,0.456000,0.087000,0.892000,-18.214000,44.412000,-36.420000,26.740000
1.719,0.230000,0.000000,0.879000,-16.840000,35.130000,-28.504000,26.690000
1.732,0.058000,-0.029000,0.866000,-9.260000,17.084000,-31.824000,26.880000
1.744,0.005000,0.038000,0.875000,-7.588000,-10.214000,-38.702000,26.690000
1.751,0.033000,0.067000,0.899000,-12.695000,-36.107000,-43.137000,26.790000
1.763,0.257000,0.076000,0.876000,-17.237000,-35.924000,-52.443000,26.840000
1.770,0.427000,0.102000,0.848000,-18.000000,-20.427000,-53.221000,26.740000
1.782,0.496000,0.105000,0.836000,-18.053000,5.588000,-51.634000,26.740000
1.789,0.394000,0.105000,0.811000,-12.397000,19.740000,-46.191000,26.880000
1.801,0.265000,0.036000,0.816000,-6.511000,17.427000,-39.473000,26.880000
1.814,0.125000,0.002000,0.822000,-1.924000,-2.374000,-32.565000,26.790000
1.821,0.069000,0.043000,0.866000,1.267000,-25.870000,-32.916000,26.790000
1.833,0.132000,0.060000,0.903000,-1.405000,-38.656000,-37.374000,26.790000
1.840,0.371000,0.118000,0.906000,-6.214000,-23.580000,-47.832000,26.740000
1.852,0.530000,0.144000,0.902000,-9.466000,10.061000,-47.969000,26.650000
1.859,0.506000,0.100000,0.919000,-8.412000,47.588000,-44.618000,26.880000
1.872,0.329000,0.043000,0.905000,-1.458000,69.489000,-43.053000,26.790000
1.884,0.154000,0.036000,0.919000,-0.023000,70.542000,-44.893000,26.880000
1.891,0.075000,0.041000,0.970000,-0.687000,55.466000,-46.794000,26.740000
1.903,0.062000,0.065000,0.997000,-5.443000,38.656000,-49.992000,26.840000
1.910,0.120000,0.058000,0.971000,-8.023000,25.985000,-54.733000,26.840000
1.922,0.224000,0.067000,0.938000,-9.107000,23.351000,-57.969000,26.840000
1.930,0.276000,0.049000,0.908000,-6.870000,21.313000,-57.260000,26.690000
1.942,0.331000,0.074000,0.864000,0.153000,27.771000,-57.847000,26.690000
1.949,0.340000,0.074000,0.885000,6.290000,30.672000,-52.260000,26.790000
1.961,0.137000,0.004000,0.932000,9.695000,10.328000,-41.298000,26.840000
1.975,0.068000,-0.024000,0.991000,13.634000,-12.840000,-43.519000,26.840000
1.981,0.089000,0.029000,1.062000,11.183000,-37.931000,-44.397000,26.840000
1.993,0.171000,0.082000,1.105000,5.237000,-60.565000,-44.038000,26.740000
2.000,0.316000,0.169000,1.116000,-7.550000,-62.573000,-44.420000,26.690000
2.012,0.492000,0.152000,1.068000,-21.122000,-45.603000,-43.977000,26.690000
2.025,0.618000,0.099000,0.905000,-24.229000,-13.244000,-45.321000,26.790000
2.032,0.569000,0.031000,0.850000,-17.656000,9.305000,-41.969000,26.740000
2.044,0.406000,0.038000,0.813000,-8.183000,21.031000,-41.687000,26.840000
2.050,0.343000,0.059000,0.892000,-2.023000,13.069000,-37.939000,26.840000
2.063,0.294000,0.085000,0.948000,-4.237000,-4.695000,-30.115000,26.740000
2.070,0.397000,0.092000,0.937000,-7.939000,-11.443000,-24.809000,26.790000
2.082,0.446000,0.107000,0.916000,-9.298000,-7.748000,-19.053000,26.790000
2.090,0.462000,0.073000,0.899000,-7.275000,6.275000,-18.153000,26.790000
2.101,0.386000,0.030000,0.897000,-4.237000,17.878000,-19.992000,26.790000
2.114,0.229000,0.024000,0.900000,-4.099000,12.511000,-25.229000,26.740000
2.121,0.178000,0.019000,0.897000,-1.328000,-1.519000,-33.985000,26.740000
2.134,0.218000,0.041000,0.902000,-0.275000,-18.603000,-35.000000,26.790000
2.140,0.288000,0.031000,0.909000,1.015000,-31.763000,-29.450000,26.790000
2.152,0.360000,0.032000,0.939000,4.458000,-30.908000,-24.893000,26.880000
2.159,0.441000,0.047000,0.956000,4.298000,-13.847000,-26.053000,26.790000
2.172,0.484000,0.085000,0.983000,3.221000,7.802000,-26.695000,26.840000
2.178,0.490000,0.089000,1.009000,-1.977000,32.359000,-26.260000,26.840000
2.192,0.427000,0.077000,0.987000,-9.481000,49.359000,-28.443000,26.740000
2.204,0.336000,0.039000,0.946000,-12.015000,51.977000,-31.603000,26.790000
